MeasureItem;MeasureItemCategoryID;MeasureItemID;Category;Country;Year;LengthOfCircuits;LengthOfRoutes;NumberOfUnits;ProvidedValue;CreationDate;ProvidedValueCode
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;GB;2018;;;124;97.94;04/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;422;DCC_110kV_220V;GB;2018;;;;;04/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;425;Comments_2;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;426;Comments_3;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;427;Comments_4;GB;2018;;;;;04/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;IE;2018;4383.1;4207.8;;;08/04/2019;
Inventory of Transmission;5;401;ACL_220kV;IE;2018;1932.6;1835.2;;;08/04/2019;
Inventory of Transmission;5;402;ACL_275kV;IE;2018;97.04;48.52;;;08/04/2019;
Inventory of Transmission;5;403;ACL_330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;IE;2018;439.1;439.1;;;08/04/2019;
Inventory of Transmission;5;405;ACL_750kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;407;ACC_Over_380kV;IE;2018;1.5;1.5;;;08/04/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;IE;2018;263;263;;;08/04/2019;
Inventory of Transmission;5;409;DCC_Over_380kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;416;Nw_400kV_220kV;IE;2018;;;8;4050;08/04/2019;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;IE;2018;;;3;1.20E+03;08/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;IE;2018;;;54;10734;08/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;IE;2018;;;;;08/04/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;425;Comments_2;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;426;Comments_3;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;427;Comments_4;IE;2018;;;;;08/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;IS;2018;1336.1;1336.1;;;08/04/2019;
Inventory of Transmission;5;401;ACL_220kV;IS;2018;917.9;902.3;;;08/04/2019;
Inventory of Transmission;5;402;ACL_275kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;403;ACL_330kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;404;ACL_380_400kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;405;ACL_750kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;406;ACC_220kV_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;409;DCC_Over_380kV;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;410;Of_PU_>400kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;411;Of_PU_>330kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;412;Of_PU_>275kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;413;Of_PU_>220kV;IS;2018;;;31;2230;08/04/2019;
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;415;Nw_400kV_330kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;418;Nw_330kV_220kV;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;IS;2018;;;0;0;08/04/2019;
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;IS;2018;;;15;1289;08/04/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;IS;2018;0;0;;;08/04/2019;
Inventory of Transmission;5;424;Comments_1;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;425;Comments_2;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;426;Comments_3;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;427;Comments_4;IS;2018;;;;;08/04/2019;
Inventory of Transmission;5;400;ACL_110kV_220kV;TR;2018;44369.34;34252.6;;;12/06/2019;
Inventory of Transmission;5;401;ACL_220kV;TR;2018;84.82;84.82;;;12/06/2019;
Inventory of Transmission;5;402;ACL_275kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;403;ACL_330kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;404;ACL_380_400kV;TR;2018;23159.16;21636.03;;;12/06/2019;
Inventory of Transmission;5;405;ACL_750kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;406;ACC_220kV_380kV;TR;2018;391.12;160;;;12/06/2019;
Inventory of Transmission;5;407;ACC_Over_380kV;TR;2018;89.68;89.68;;;12/06/2019;
Inventory of Transmission;5;408;DCC_220kV_380kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;409;DCC_Over_380kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;410;Of_PU_>400kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;411;Of_PU_>330kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;412;Of_PU_>275kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;413;Of_PU_>220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;414;Nw_750kV_400kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;415;Nw_400kV_330kV;TR;2018;;;353;70652.16;12/06/2019;
Inventory of Transmission;5;416;Nw_400kV_220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;417;Nw_400kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;418;Nw_330kV_220kV;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;419;Nw_330kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;420;Nw_275kV_110kV_lower;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;421;Nw_220kV_110kV_lower;TR;2018;;;1432;100685.44;12/06/2019;
Inventory of Transmission;5;422;DCC_110kV_220V;TR;2018;;;;;12/06/2019;Not Expected
Inventory of Transmission;5;424;Comments_1;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;425;Comments_2;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;426;Comments_3;TR;2018;;;;;12/06/2019;
Inventory of Transmission;5;427;Comments_4;TR;2018;;;;;12/06/2019;
